mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuelflow,fid,num,cost_grid
61504.16240896635,539.9401,-19.60763005575928,-31509.48025817576,8171.209495308518,51.3243734353217,4.600689026798287,26808.0,0.82,489.8792,3000.0,192.1315,1.5160894895451946,id2,0.00015,0.0
61466.922185269716,564.4829,-1313.710399013665,-37529.77953617751,8545.24074881213,51.27023002964181,4.582087934885291,28036.0,0.82,487.3389,3000.0,192.133,1.496734715013474,id2,0.00015,0.0
61430.11405127205,589.0256,-2601.204725376326,-43518.54828806382,8919.272002313928,51.21636726752805,4.563625331975231,29263.0,0.82,484.7854,3000.0,192.1352,1.4786695448223208,id2,0.00015,0.0
61393.70255039051,613.5683,-3882.1145820188353,-49475.60714866487,9293.303255813362,51.162786818962374,4.545300014629277,30490.0,0.82,482.2184,3000.0,192.1357,1.4619447108489643,id2,0.00015,0.0
61357.65014886658,638.1111,-5156.228994617519,-55400.82448304616,9667.334509309665,51.109489925998794,4.527114154674678,31717.0,0.82,479.6376,2859.0,192.1367,1.4209765077901655,id2,0.00015,0.0
61322.53679999075,662.6538,-6423.958277235742,-61295.80403689926,10023.779360394876,51.056462218270106,4.5090610602466565,32886.0,0.82,477.1651,2564.0,192.1379,1.3511864740271076,id2,0.00015,0.0
61289.05226911157,687.1965,-7685.984122452854,-67163.70480558323,10343.5052092073,51.003675330828706,4.491130253466963,33935.0,0.82,474.9364,2270.0,192.1397,1.2805553138328774,id2,0.00015,0.0
61257.221374559755,711.7393,-8943.001283545747,-73007.40772556596,10626.512055740934,50.95110339265795,4.473311159845607,34864.0,0.817571,471.554,1975.0,192.1407,1.2084534290862075,id2,0.00015,0.0
61227.132964836965,736.282,-10191.977899398587,-78813.23352707876,10872.799900002345,50.89886952190595,4.455645967109933,35672.0,0.815142,468.4322,1681.0,192.1417,1.1355236716371044,id2,0.00015,0.0
62399.99999621547,0.0,9878.779519257754,78833.15647345311,30.480000000835858,52.31661999995494,4.74629999998077,100.0,0.3,198.3755,2461.0,187.37,1.8239122350121322,id1,0.0003,0.1851150058896525
62354.85467129585,24.7324,9557.979304182012,76352.96387985822,339.64326254047495,52.29432080340608,4.741510015788107,1114.0,0.379488,250.0599,2757.0,182.9808,1.7572390465505425,id1,0.0003,0.09220599639313937
62311.4168241017,49.4648,9393.83203783198,73200.61825782822,686.0943751905609,52.26597396211974,4.73900834045705,2251.0,0.462522,303.5719,3000.0,172.7043,1.7463226772036236,id1,0.0003,0.06353215319629064
62268.33120535794,74.1972,9880.94155938762,69395.84635569612,1063.0158396482511,52.23174839455623,4.746054569360542,3488.0,0.549293,358.9628,3000.0,165.9347,1.7418932600677366,id1,0.0003,0.04908934672000829
62225.4378324691,98.9296,10984.713828529018,64990.238145723546,1439.937406722303,52.19210706066382,4.762118113485853,4724.0,0.573609,373.217,3000.0,165.9445,1.7371868366154748,id1,0.0003,0.04102060633388144
62182.676956695956,123.662,12131.803928626465,60408.413354758995,1816.858989067659,52.15087787152183,4.778781762767384,5961.0,0.586031,379.6206,3000.0,169.5546,1.7267015758004542,id1,0.0003,0.033497073256381134
62140.179636562185,148.3944,13002.887486601485,55683.35122701319,2193.7805745566893,52.108364749333006,4.79136764252082,7197.0,0.598795,386.1657,3000.0,168.6162,1.7161134247554777,id1,0.0003,0.03233630742177799
